patient_id,first_name,last_name,date_of_birth,age,gender,ssn,phone_number,email,address,city,state,zip_code,admission_date,discharge_date,length_of_stay_days,admission_type,department,attending_physician,primary_diagnosis,secondary_diagnosis,medication_1,medication_2,height_cm,weight_kg,bmi,blood_pressure,heart_rate_bpm,temperature_celsius,oxygen_saturation_pct,blood_glucose_mgdl,creatinine_mgdl,hba1c_pct,insurance_provider,insurance_claim_amount_usd,icu_days,readmission_30day_flag,smoker,alcohol_use,discharge_disposition
18597,Deborah,Jackson,1993-11-19,28,F,382-21-2233,629-752-1035,NA,9828 Washington Way,Las Vegas,FL,99839,2022-08-26,2022-09-13,18,Emergency,Psychiatry,Dr. Davis,Chronic Kidney Disease,,Aspirin,,164.7,125.5,46.3,92/89,114,39.9,97,,5.31 ,8.2,Anthem,3296.41,1,0,1,None,Discharged to SNF
96759,Kimberly,Garcia,1973-07-19,46,M,400-41-7151,525-336-6051,KIMBERLY.GARCIA6@HOTMAIL.COM,6962 Pine Ln,Portland,GA,56512,2020-05-30,2020-06-13,14,Urgent,Surgery,Dr. Martinez,Parkinson's Disease,,Pantoprazole,Furosemide,-999,66.1,22.7,124/96,57,37.5,100,299,,12.3,Cigna,74327.98,2,0,No,Moderate,Deceased
73517,THOMAS,  Lopez  ,1955-08-17,63,F,724853528,802-954-9981,thomas.lopez32@yahoo.com,7823 Washington Ln,Denver,LA,520XX,2019-07-07,2019-07-31,24,Elective,Surgery,Dr. Taylor,Stroke,Coronary Artery Disease,Insulin Glargine,Furosemide,193.3,92.9,,139/86,108,38.3,-999,160,1.92,,Humana,10759.82,3,0,,Occasional,Home
95467,Linda,johnson,2005/08/03,18,M,783-99-3218,5032116398,linda.johnson80@yahoo.com,3827 Elm Way,San Antonio,IN,17289,2024-04-29,2024-05-02,3,Elective,Surgery,Dr. Williams,Hyperlipidemia,,Aspirin,Warfarin,175.9,72.3,23.4,159/90,119,37.3,98,266,2.73,10.7,Humana,47710.09,0,1,Unknown,Moderate,Deceased
50285,Kevin,FLORES,1960-03-26,58,F,779-32-1737,350-911-6464,kevin.flores80aol.com,9680 Cedar Ln,Houston,AL,88331,2018-10-25,2018-11-16,22,Routine,Surgery,Dr. Hill,Coronary Artery Disease,,Insulin Glargine,,,49.4,20.7,,113,,91,,1.15,9.2,Humana,72475.76,2,0,Yes,Moderate,Transferred
56829,sarah,Thompson,1954/12/07,69,F,366-44-7429,885-574-5077,sarah.thompson78@gmail.com,8060 Park St,El Paso,NY,622XX,2024-01-14,2024-02-02,19,Urgent,Orthopedics,Dr. Hill,Type 2 Diabetes,,Prednisone,,161.5,96.4,37.0,92/135,94,36.3,99,,2.91,11.5,UNKNOWN,75940.62,0,0,0,Occasional,Home
52165,Joshua,Wilson,1974-04-13,46,M,***-**-9283,937-819-8912,joshua.wilson6aol.com,1925 Hill Rd,Boston,NY,32044,2021-03-03,2021-03-26,23,Emergency,Surgery,Dr. Moore,Sepsis,,Sertraline,Atorvastatin,165.4,80.5,29.4 ,,88,36.1,96,97,6.22,11.6,United Health,69008.96,0,0,0,Moderate,Transferred
72947,RICHARD,Garcia,1987-09-17,,m,517-33-5066,5349197159,richard.garcia1@hotmail.com,6298 Oak Rd,Philadelphia,CA,40420,2019-07-18,2019-08-17,30,Routine,Emergency,Dr. Brown,Pneumonia,Heart Failure,Furosemide,,,108.4,-999,163/81,84,39.2,100,,7.98,5.2,,18758.91,4,0,N,Occasional,Home
95389,Joshua,White,1981-04-10,40,M,402-94-6270,463-479-3245,joshua.white6@hotmail.com,9912 Pine Rd,Denver,AL,47464-0000,2022-02-28,2022-03-19,19,Routine,Emergency,Dr. King,Depression,Hyperlipidemia,Clopidogrel,,175.9,115.1,37.2,95/63,,36.5,95,248,7.38,12.5,Anthem,10705.54,4,0,yes,Moderate,Transferred
41813,Daniel,Jones,1977-10-27,44,F,685-17-7118,332-383-5188,daniel.jones39@gmail.com,5348 Pine Dr,Nashville,GA,37418,2022-07-22,2022-07-23,1,Routine,Cardiology,Dr. Lee,UTI,,Hydrochlorothiazide,Furosemide,151.2,76.8,33.6,90/64,-999,39.2,93,286,0.9,8.7,Kaiser Permanente,59176.51,0,0,1,None,Deceased
PT-61902,Jessica,mitchell,2001-08-08,21,F,936288848,,NA,655 Maple Way,San Jose,MI,63067,2023-04-04,2023-04-06,2,Urgent,General Medicine,Dr. Walker,Pneumonia,Anxiety Disorder,Albuterol,Hydrochlorothiazide,186.1,52.5,,90/101,73,38.4,94,320,2.31,5.7,Centene,73124.9,1,0,yes,,Discharged to SNF
89252,  Jennifer  ,Perez,2000-05-06,23,F,907-46-5028,418-889-3535,jennifer.perez24@outlook.com,2467 Maple Dr,Memphis,AL,91974-0000,2023-06-03,2023-06-14,11,Urgent,General Medicine,Dr. Johnson,Anemia,Atrial Fibrillation,Losartan,Warfarin,155.7,78.1,,146/80,58,39.8,-999,85,,11.5,BlueCross BlueShield,81192.57,5,1,1,None,Rehab Facility
58080,David,SMITH,1973-04-22,51,M,***-**-8957,861-800-4422,david.smith14@aol.com,9351 Park Rd,Portland,MD,38519,2024-05-20,2024-05-16,-4,Routine,Psychiatry,Dr. Mitchell,UTI,Epilepsy,Gabapentin,Amoxicillin,-999,113.4,40.1,135/100,101,-999,94 %,106,2.62,8.0,Humana,51093.71,0,0,,Moderate,Home
19781,Thomas,Johnson,NULL,58,M,752-30-6587,607-932-8554,thomas.johnson96@aol.com,8412 Lake Ln,Milwaukee,TX,74447,2024-04-22,2024-05-22,30,Urgent,ICU,Dr. King,Heart Failure,Heart Failure,Losartan,,158.2,83.3,33.3,,117,37.2,95,223,1.79,12.0,Medicare,5384.82,5,1,Yes,Heavy,Home
98902,LINDA,Brown,1979-11-26,N/A,M,611-95-9564,608-530-6370,linda.brown97hotmail.com,2821 Pine Dr,Phoenix,VA,74688,2019-09-24,2019-10-01,7,Transfer,Pediatrics,Dr. Baker,Hypothyroidism,,Metformin,,156.3,52.1,,90/66,95,38.9,98,329,3.55,6.5,Kaiser Permanente,44526.15,4,0,Yes,Moderate,Discharged to SNF
51717,John,Flores,1980-08-09,37,F,895-45-2133,417-475-1198,john.flores75@outlook.com,9952 Park Ln,Baltimore,TX,93620,2018-03-23,2018-03-31,8,Urgent,Psychiatry,Dr. Moore,Coronary Artery Disease,UTI,Aspirin,,,122.9,46.8,142/63,92,38.2,99,343,2.18,12.8,,47417.67,2,0,0,None,AMA
60213,Emily,Hill,1943-12-22,76,M,,316-872-6058,emily.hill9@aol.com,8564 Maple Ave,San Jose,AL,65752,2020-08-13,2020-08-16,3,Elective,Orthopedics,Dr. Hernandez,Hypertension,Parkinson's Disease,Omeprazole,Levothyroxine,162.6,116.5,5.6,129/69,62,37.8,95,311,2.64,7.9,Humana,9458.79,3,1,N,None,Rehab Facility
79419,Barbara,Harris,1988-07-10,35,F,693-13-3482,375-433-8725,barbara.harris87@aol.com,7020 Elm Way,Portland,NY,174XX,2023-08-13,2023-08-18,5,Transfer,Pediatrics,Dr. Jones,Obesity,Epilepsy,Pantoprazole,Insulin Glargine,175.3,80.2,26.1,92/86,,38.9,,312,1.39,9.6,Humana,68938.22,0,1,Unknown,Heavy,Transferred
92206,Anthony,wilson,1985-05-09,35,M,190-80-9959,302-358-9847,anthony.wilson67@outlook.com,1611 Lake Way,Memphis,KY,95939,2020-12-15,2021-01-02,18,Routine,Oncology,Dr. Anderson,Heart Failure,Hypertension,Aspirin,,193.2,103.2,27.6,109/75,63,39.7,100,84,5.24,7.0,Centene,3596.75,3,0,1,Occasional,Deceased
39528,Jessica,Mitchell,1980-01-08,38,M,637-71-4647,728-480-5590,jessica.mitchell34@gmail.com,8805 Cedar St,Seattle,VA,50786,2018-02-24,2018-03-22,26,Transfer,Neurology,Dr. Lee,Asthma,Depression,Aspirin,Amlodipine,187.8,-999,28.6,102/80,55,39.1,95,86,3.18,9.8,Kaiser Permanente,72395.28,1,0,Unknown,Heavy,AMA
13242,Robert,Ramirez,1977-12-21,44,M,820-95-3413,878-649-4826,robert.ramirez14@aol.com,3415 Main Ave,Memphis,MO,61577,2022-10-17,2022-10-27,10,Elective,Neurology,Dr. Harris,UTI,Anxiety Disorder,Pantoprazole,,177.6,85.8,27.2,154/102,65,39.8,93,301,5.8,N/A,United Health,84656.07,5,0,Y,None,Transferred
45092,David,hernandez,1978-02-06,40,M,675-36-8976,660-494-1423,david.hernandez95@yahoo.com,2055 Lake Dr,Las Vegas,KY,875XX,2018-09-18,2018-09-17,-1,Emergency,Psychiatry,Dr. Harris,Depression,Hyperlipidemia,Losartan,Metformin,-999,93.0,39.1,126/66,88 bpm,38.7,,99,5.79,-999,Medicaid,81767.3,0,0,Former,None,Deceased
38859,Anthony,Young,1958-09-23,64,F,351542026,668-511-7479,anthony.young47outlook.com,6176 Main St,Milwaukee,IL,50261,2022-11-28,2022-12-12,14,Routine,Emergency,Dr. Thompson,Pneumonia,Coronary Artery Disease,Omeprazole,,150.7,85.3,37.6,,88 bpm,37.6,92,220,0.7,5.5,Centene,66603.91,0,1,,Occasional,Deceased
45531,paul,Wright,1989-04-13,33,m,949-35-3438,,paul.wright34@aol.com,7645 Hill Way,Seattle,IN,70029,2022-06-24,2022-07-10,16,Routine,ICU,Dr. Ramirez,Anxiety Disorder,,Omeprazole,Metformin,163.5,109.2,40.8,98/76,85,39.0 C,N/A,261,5.65,6.6,Centene,27728.49,2,0,No,,Rehab Facility
22755,Timothy,Robinson,1968/09/18,54,M,112-61-1544,N/A,timothy.robinson7@yahoo.com,5493 Elm Rd,Milwaukee,AZ,75824-0000,2022-09-30,2022-10-10,10,Emergency,Emergency,Dr. Jones,Hypertension,Heart Failure,Metoprolol,,-999,-999,,144/97,81,38.9,-999,204,,10.7,Humana,-2996.6,0,0,no,Moderate,Home
22531,Paul,Martin,1946-10-10,72,M,795-46-6460,329-421-5985,PAUL.MARTIN24@AOL.COM,4882 Hill Dr,Memphis,MI,62393,2019-04-12,2019-05-07,25,Transfer,Orthopedics,Dr. Ramirez,Hypothyroidism,COPD,Gabapentin,Warfarin,154.5,64.4,27.0,113/93,64 bpm,36.6,99,200,3.02,11.7,Humana,15191.82,3,0,1,N/A,Transferred
61129,Anthony,Clark,1997-05-18,26,F,338-53-4414,774-794-7680,anthony.clark17@aol.com,4094 Maple Blvd,Jacksonville,CT,82278,2023-09-24,2023-09-26,2,Elective,General Medicine,Dr. Adams,Atrial Fibrillation,Epilepsy,Hydrochlorothiazide,,171.3,,44.1,141/97,70,37.8,92,271,3.76,6.9,Humana,9225.28,2,0,N,Occasional,Rehab Facility
96150,Steven,Adams,2000-06-13,23,M,728-64-8896,767-928-1312,steven.adams72@yahoo.com,9402 Cedar St,San Jose,AL,60672,2023-08-11,2023-08-14,3,Elective,Psychiatry,Dr. Green,Heart Failure,Depression,Hydrochlorothiazide,Prednisone,154.0,65.8,27.7,116/90,57,36.7,100,,7.57,6.5,Medicaid,16043.23,2,0,Former,Heavy,Rehab Facility
60235,Joseph,WILSON,1976-10-12,46,MALE,872204189,431-437-5459,joseph.wilson35@yahoo.com,6870 Park Rd,Boston,UT,72421,2023-01-24,2023-01-19,-5,Emergency,Cardiology,Dr. Jones,Atrial Fibrillation,Obesity,Pantoprazole,Sertraline,155.0,53.9,,111/82,53,39.1 C,91,209 mg/dL,5.99,4.3,Centene,46594.35,0,0,N,Heavy,Rehab Facility
25606,Barbara,Davis,1946-06-28,N/A,Male,597-85-2633,410-756-7261,barbara.davis8@gmail.com,1621 Oak Way,San Francisco,KY,52457,2024-12-17,2024-12-14,-3,Elective,General Medicine,Dr. Nelson,Coronary Artery Disease,,Omeprazole,Amlodipine,190.3,124.4,,123/69,76,36.3,88,314,4.74,10.0,Humana,78765.83,0,1,Yes,Occasional,Transferred
19404,Linda,Nelson,1997-02-28,26,F,779-65-4039,597-268-7660,,5295 Maple Way,San Antonio,NJ,551XX,2023-08-08,2023-08-18,10,Routine,Surgery,Dr. Hill,Appendicitis,Depression,Atorvastatin,,176.0,69.3,22.4,109/67,56,36.9,93,181,2.99,7.7,Humana,41614.22,5,0,,Moderate,Deceased
29089,William,Carter,,75,F,981-33-5270,241-917-9387,william.carter57@gmail.com,6748 Washington Ln,El Paso,CA,10674,2023-02-10,2023-02-15,5,Elective,Surgery,Dr. Campbell,Sepsis,,Gabapentin,Amlodipine,151.2,77.5,5.1,95/65,85,36.9,,330,,12.6,Anthem,12390.72,3,0,No,None,Discharged to SNF
89343,Kevin,Johnson,1949-02-17,70,F,780-56-9017,(769) 241-8608,kevin.johnson68@yahoo.com,8855 Main Way,Tucson,IL,13828,2019-04-18,2019-05-18,30,Elective,Neurology,Dr. Adams,Asthma,,Sertraline,,193.5,125.2,33.4,111/109,66,36.0,94,218,1.38,10.3,Cigna,25958.35,2,0,no,Moderate,Deceased
25126,Jessica,Campbell,09/03/1995,27,F,100638043,780-852-1800,jessica.campbell89@hotmail.com,8517 Hill Way,Philadelphia,CT,57092-0000,2022-12-27,2023-01-05,9,Urgent,General Medicine,Dr. Williams,Pneumonia,Rheumatoid Arthritis,Atorvastatin,Hydrochlorothiazide,150.6,,50.4,134/91,89,36.1,100,212,1.9,12.1,Medicare,20830.09,2,0,No,Heavy,Transferred
75391,Jessica,Mitchell,1940-10-26,83,M,446-50-8512,488-798-1471,JESSICA.MITCHELL50@YAHOO.COM,6207 Main Ave,Louisville,MD,75403,2023-12-18,2023-12-28,10,Transfer,Emergency,Dr. Lopez,Obesity,,Insulin Glargine,,157.8,70.6,5.1,100-89,89 bpm,37.3,91,273,5.0,,UNITED HEALTH,52939.23,1,0,yes,None,Transferred
70818,BETTY,harris,1972-03-22,48,M,941-55-1124,389-354-1738,betty.harris54@gmail.com,1741 Hill Ave,New York,MD,98004,2020-09-13,2020-10-02,19,Elective,Psychiatry,Dr. Adams,Appendicitis,,Furosemide,Aspirin,194.6,45.4,12.0,106/82,77,36.9,90,326,0.84,8.8,Aetna,-1833.97,4,0,Y,Heavy,Rehab Facility
27919,  Paul  ,Roberts,1996-04-18,26,M,206-20-8395,710-638-7893,paul.roberts92@outlook.com,2897 Park Rd,Fort Worth,NY,54562,2023-04-04,2023-04-19,15,Emergency,Psychiatry,Dr. Brown,Parkinson's Disease,Heart Failure,Metformin,Metoprolol,167.0,82.5,29.6 ,88/121,-999,39.8,93 %,170,5.58,10.3,Kaiser Permanente,40788.76,4,0,Former,Occasional,Rehab Facility
94819,Joshua,Martin,1947-07-08,2 yrs,M,713-94-9228,589-589-4419,joshua.martin17@outlook.com,1693 Park Rd,San Jose,SC,80172,2018-12-07,2018-12-17,10,Elective,Neurology,Dr. Miller,Pneumonia,,Aspirin,,192.3,65.8,17.8,121/96,69,38.8,89,176,1.57,7.9,Kaiser Permanente,76171.17,4,0,no,N/A,Home
98164,Steven,jackson,1982-02-05,40,F,492-78-6469,312-346-1888,steven.jackson54@yahoo.com,8065 Maple Ln,Charlotte,CT,68629,2022-08-10,2022-08-19,9,Transfer,Pediatrics,Dr. Ramirez,Hyperlipidemia,Epilepsy,Metformin,Prednisone,162.5,,42.9,67/137,102,37.3,94,136,7.78,7.8,Humana,73716.95,1,0,Unknown,Moderate,Home
80184,Barbara,Roberts,1948-05-25,72,M,504-35-7668,845-424-3303,barbara.roberts67@outlook.com,1104 Maple Way,Phoenix,CA,36274,2021-04-13,2021-04-28,15,Transfer,Orthopedics,Dr. Carter,Heart Failure,,Lisinopril,Clopidogrel,179.0,N/A,37.4,,90,39.7,95,274,6.24,8.0,,11189.27,2,1,yes,Heavy,Discharged to SNF
83700,Barbara,taylor,2004-02-29,14,F,643-98-1983,753-249-4551,NA,586 Pine Blvd,Memphis,CO,85638,2018-08-01,2018-08-05,4,Urgent,Orthopedics,Dr. Perez,Appendicitis,,Sertraline,,,92.9,39.1,96/101,50,N/A,92,270,1.32,N/A,Kaiser Permanente,34778.85,1,0,yes,,Home
14876,Brian,  Scott  ,1949-03-19,73,M,464-84-9541,406-879-4263,brian.scott21@outlook.com,683 Elm Way,Milwaukee,TN,18607,2022-07-17,2022-08-15,29,Urgent,Oncology,Dr. Wright,Hypertension,Pneumonia,Losartan,,N/A,52.9,22.1,139/87,,36.5,97,310,6.7,7.5,Anthem,6159.29,2,0,Y,Occasional,AMA
PT-31624,sandra,Lopez,1986-03-29,35,F,407-64-2744,4442049918,sandra.lopez60@yahoo.com,9246 Park Ave,Tucson,MO,,2021-10-28,2021-11-04,7,Emergency,Surgery,Dr. Jackson,Alzheimer's Disease,Appendicitis,Insulin Glargine,Albuterol,,92.6,32.3,122/80,97,38.8,90,233,1.44,8.7,Medicare,67538.76,4,0,Former,Moderate,Home
96797,Kimberly,Nguyen,2003-11-10,,,394-44-1263,217-829-7007,KIMBERLY.NGUYEN20@YAHOO.COM,6224 Elm Ave,Boston,IL,46903,2022-10-16,2022-11-15,30,Transfer,Cardiology,Dr. Robinson,Parkinson's Disease,Atrial Fibrillation,Metoprolol,,166.4,96.8,N/A,,102,38.4,99,,,6.1,Aetna,64740.2,0,1,Yes,Moderate,Rehab Facility
37385,susan,ANDERSON,1993-08-21,29,F,827-74-7769,8485965647,susan.anderson87@yahoo.com,3403 Oak Dr,Albuquerque,CA,304XX,2023-02-10,2023-03-10,28,Urgent,Oncology,Dr. Campbell,Epilepsy,,Warfarin,,172.5,62.6,21.0,101/98,86,37.9,89,199,-999,12.7,United Health,26726.94,1,1,1,N/A,Deceased
95419,Anthony,ADAMS,2005-01-31,N/A,M,216-10-6074,744-245-3842,anthony.adams68yahoo.com,1057 Elm Ln,San Jose,SC,54030,2020-03-22,2020-03-30,8,Emergency,ICU,Dr. Sanchez,Sepsis,Sepsis,Lisinopril,Albuterol,182.1,115.8,34.9,91/65,57,38.4,96,190,0.99,8.0,Cigna,54018.69,0,0,Former,,Discharged to SNF
21570,Margaret,Young,,61,M,,975-945-2701,margaret.young52@outlook.com,1611 Lake Dr,Portland,TN,65986,2020-09-28,2020-09-29,1,Urgent,Neurology,Dr. Campbell,Coronary Artery Disease,Heart Failure,Clopidogrel,Losartan,177.8,,22.0,161/97,89,N/A,91,312,7.99 ,10.6,Medicaid,46531.12,1,0,Unknown,Heavy,Home
98601,Christopher,TORRES,1981-08-10,39,f,424-13-2186,000-000-0000,christopher.torres99@outlook.com,6350 Elm Dr,Memphis,CT,24334,2021-04-08,2021-04-27,19,Transfer,Neurology,Dr. Adams,Pneumonia,UTI,Atorvastatin,Omeprazole,165.4,85.5,31.3,145/80,113,,91,,-999,8.8,,30152.64,4,0,No,Moderate,AMA
PT-29651,John,Young,1997-10-02,25,F,116-59-3754,242-213-9167,john.young82@yahoo.com,4288 Maple Dr,Louisville,IL,125XX,2023-09-09,2023-09-22,13,Urgent,Emergency,Dr. Young,Appendicitis,Heart Failure,Gabapentin,Prednisone,183.9,47.0,13.9,166/82,73,39.4,94,177,,9.7,Cigna,40178.96,3,0,No,N/A,Home
81954,SARAH,ALLEN,1986-02-14,34,M,406-76-6131,446-357-1480,sarah.allen85@outlook.com,7717 Main Ln,Seattle,VA,71965,2020-03-24,2020-04-15,22,Urgent,ICU,Dr. Hill,Sepsis,,Metoprolol,Warfarin,175.3,117.8 kg,38.3,,104,39.4 C,95,180,3.76,,Cigna,56006.97,4,1,Y,,Discharged to SNF
39789,Daniel,,1992-12-15,28,M,773-33-2543,000-000-0000,daniel.nelson30@gmail.com,9776 Pine Way,Indianapolis,UT,28254,2021-07-13,2021-07-22,9,Emergency,Oncology,Dr. Thomas,Migraine,Migraine,Albuterol,Aspirin,191.6,50.4,13.7,161-82,,38.8,98,72,2.75,7.1,Cigna,7147.56,4,0,Unknown,Moderate,Home
20518,Michael,Garcia,1994-02-25,24,F,566-35-5054,6524567312,michael.garcia13@yahoo.com,7793 Elm Dr,Jacksonville,MN,21386,2018-11-28,2018-12-17,19,Emergency,General Medicine,Dr. Sanchez,Alzheimer's Disease,Alzheimer's Disease,Metoprolol,Gabapentin,191.5,74.2,20.2,177/74,,37.7,95,165,4.58,5.0,Medicaid,2929.15,0,0,Former,None,Deceased
26389,Susan,Moore,1960-05-31,58,M,510-48-7000,247-895-3371,susan.moore71@yahoo.com,4184 Maple Dr,Dallas,FL,,2019-02-14,2019-02-20,6,Transfer,Pediatrics,Dr. Green,Osteoarthritis,Anemia,Hydrochlorothiazide,,,92.3,30.5 ,129/92,61,N/A,88,144,3.27,11.3,,9811.83,4,1,no,Occasional,Home
98230,DAVID,Allen,1970-06-24,48,M,429-66-4568,895-671-8129,david.allen62@gmail.com,9255 Lake Rd,Philadelphia,VA,13526,2018-09-21,2018-10-21,30,Urgent,Emergency,Dr. Brown,Anemia,Anemia,Sertraline,,156.4,97.2,,154/91,69,38.4,91,273,4.75,4.7,Aetna,32032.03,4,1,Yes,Occasional,Transferred
36963,Amanda,Campbell,03/21/1971,50,M,484-17-2647,758-517-3616,amanda.campbell20gmail.com,8961 Maple Blvd,Denver,GA,22915,2021-05-03,2021-05-24,21,Routine,ICU,Dr. Smith,Hyperlipidemia,,Pantoprazole,Atorvastatin,169.1,87.9,30.7,121/95,,,-999,230,1.25,6.2,Anthem,10771.69,5,0,yes,,Discharged to SNF
11158,paul,Hill,1972-10-05,45,F,720-70-3322,8316046638,paul.hill44@outlook.com,7431 Washington Dr,San Antonio,WI,25058,2018-04-23,2018-05-19,26,Routine,Psychiatry,Dr. Thompson,Asthma,,Insulin Glargine,Amlodipine,N/A,45.5,17.8,104/109,60,39.2,92 %,-999,2.45,7.3,Anthem,35590.63,5,1,N,None,Discharged to SNF
47839,Susan,Campbell,1975/01/28,169,M,854-63-4394,(625) 468-8851,susan.campbell4@hotmail.com,8826 Hill Dr,Columbus,NJ,60895,2022-04-11,2022-04-17,6,Elective,Psychiatry,Dr. Adams,UTI,Coronary Artery Disease,Metformin,,155.0,113.5,47.2 ,102/103,63,37.2,91,,5.01,12.9,Cigna,752.65,4,1,yes,Heavy,AMA
29025,Linda,King,1951-07-05,132,M,588468353,839-814-1931,linda.king41@yahoo.com,2036 Oak Blvd,San Francisco,FL,27671,2023-10-05,2023-10-11,6,Emergency,Neurology,Dr. Young,Pneumonia,Anxiety Disorder,Warfarin,,155.1,104.2,43.3,141/101,111 bpm,37.8,97,336,5.42,11.5,Anthem,52874.03,5,0,yes,N/A,AMA
83472,Kimberly,Adams,1958-12-14,64,M,217-59-4634,907-399-7907,kimberly.adams16@yahoo.com,8633 Elm Blvd,Oklahoma City,TN,20077,2023-11-23,2023-12-21,28,Urgent,Pediatrics,Dr. White,UTI,,Lisinopril,,194.0 cm,59.2,15.7,116/101,113,-999,93,166,6.47,10.3,Cigna,40740.73,4,0,0,Moderate,Rehab Facility
88669,,Lopez,1945-12-27,74,M,,(525) 439-2537,anthony.lopez41@outlook.com,9882 Cedar St,New York,LA,38524,2020-11-06,2020-12-03,27,Urgent,Surgery,Dr. Robinson,Parkinson's Disease,Sepsis,Hydrochlorothiazide,Levothyroxine,194.6,105.1,27.8,94-67,100,,93,202,1.23,5.9,Centene,36720.84,4,0,Former,N/A,Deceased
13772,Elizabeth,Martin,1960-04-22,61,M,420-49-1236,296-757-2636,elizabeth.martin84@hotmail.com,4859 Lake Way,San Antonio,NC,,2021-04-18,2021-04-19,1,Routine,Emergency,Dr. Hall,Obesity,,Metformin,,179.1,107.5,33.5,102/104,79,36.2,98,195,-999,6.1,Kaiser Permanente,1118.78,1,0,No,None,AMA
99702,deborah,Jones,1956-01-25,66,M,779-64-3838,993-371-6684,,9318 Pine St,Houston,WA,80419,2022-04-29,2022-05-27,28,Elective,Cardiology,Dr. Harris,Asthma,Pneumonia,Losartan,Metformin,164.3,72.2,26.7,163/97,54,36.7,95,,5.83,7.9,Humana,11216.0,4,0,N,N/A,Transferred
33033,Mary,  Lewis  ,1995-08-23,23,F,963-90-1135,454-782-7994,mary.lewis78@outlook.com,5288 Hill St,San Diego,NJ,47143,2019-07-02,2019-07-20,18,Transfer,Pediatrics,Dr. Rodriguez,Coronary Artery Disease,Type 2 Diabetes,Gabapentin,,187.0,46.8,13.4,110/108,116,N/A,97,209,,12.3,Cigna,882.8,4,1,0,,Transferred
86577,Susan,king,1947-05-12,71,F,532-12-2571,593-703-5792,susan.king34@aol.com,4655 Cedar Blvd,San Diego,PA,99534,2018-11-27,2018-11-28,1,Routine,Psychiatry,Dr. Anderson,Sepsis,Hypothyroidism,Prednisone,Metformin,192.8,124.2,33.4,N/A,95,38.9,88,243,1.07,10.6,BlueCross BlueShield,55062.75,1,0,1,Moderate,Rehab Facility
74291,anthony,Carter,1966-12-28,56,M,882-28-8197,762-791-7182,anthony.carter77@hotmail.com,3415 Main Way,Oklahoma City,KY,21017,2023-10-08,2023-11-03,26,Routine,Orthopedics,Dr. Harris,Depression,Stroke,Furosemide,,162.9,65.8,24.8,161/63,75,37.4,88 %,113,0.66,4.7,Medicare,30098.5,5,0,Y,Heavy,Home
16267,Sandra,ROBINSON,1980-01-21,41,F,607575466,900-493-4922,sandra.robinson37@aol.com,5803 Cedar Dr,Nashville,IL,53815,2021-05-19,2021-05-28,9,Emergency,Oncology,Dr. Johnson,Alzheimer's Disease,Obesity,Metformin,Albuterol,168.6,56.6,,,55,39.6,96,,6.6,6.4,Medicare,35980.84,3,0,1,Heavy,Transferred
29662,Kevin,RAMIREZ,1961-11-26,62,F,577132289,271-261-5022,kevin.ramirez40@aol.com,6905 Oak St,Baltimore,VA,97251,2023-11-22,2023-12-18,26,Urgent,Orthopedics,Dr. Mitchell,Sepsis,Sepsis,Clopidogrel,Hydrochlorothiazide,192.9,122.7,33.0,106/86,54,39.7,98,76,6.96,4.3,AETNA,46773.77,2,0,1,Moderate,Deceased
58872,ROBERT,Moore,1993-11-11,N/A,M,259-18-5151,256-563-2101,robert.moore28@gmail.com,529 Pine Dr,Columbus,WA,79721,2024-07-28,2024-07-23,-5,Elective,General Medicine,Dr. Martin,Depression,Hyperlipidemia,Losartan,Atorvastatin,181.1,45.3,13.8,180/71,86,37.3,95,193,5.17,7.8,Medicare,62458.13,0,0,no,Occasional,Transferred
72792,JAMES,Martinez,1972-11-16,46,F,221-72-6371,5518371948,james.martinez74@aol.com,1245 Maple Ln,Albuquerque,SC,49791,2018-11-09,2018-11-26,17,Emergency,Orthopedics,Dr. Martin,Rheumatoid Arthritis,Stroke,Amlodipine,,158.8,121.6,48.2,130/94,94,N/A,96,345,3.24,5.5,United Health,18678.67,2,1,0,,Deceased
16818,Richard,Jackson,NULL,78,Unknown,927-49-5863,210-660-8224,richard.jackson69@gmail.com,778 Hill Rd,Phoenix,SC,98043,2023-10-11,2023-10-22,11,Elective,Pediatrics,Dr. Lee,Hypothyroidism,Pneumonia,Sertraline,Levothyroxine,,79.1,N/A,100/81,95,N/A,89,N/A,2.18,5.7,Medicaid,63150.19,2,0,no,None,Rehab Facility
90721,Kevin,,2003-01-03,20,,955-89-7249,349-231-9668,kevin.taylor25@hotmail.com,1415 Main St,Louisville,MD,75086-0000,2023-11-27,2023-12-18,21,Elective,Cardiology,Dr. Adams,Osteoarthritis,Heart Failure,Furosemide,,155.6,90.5,37.4,154/68,,38.0,98,275,1.78,11.0,,4653.71,1,1,Unknown,Heavy,Home
92805,  Thomas  ,Smith,1943/12/10,77,F,***-**-6414,646-601-5253,thomas.smith27@gmail.com,5395 Elm Dr,Columbus,CT,22290,2021-03-25,2021-03-23,-2,Urgent,Psychiatry,Dr. Flores,Heart Failure,,Pantoprazole,,188.1,120.3,34.0,,93,38.3,92,112,5.26,,Anthem,37916.39,0,1,yes,None,AMA
